date,hour,air_temp_1m,air_temp_5m
6/8/22,300,,-6.143
6/8/22,400,,-6.754
6/8/22,500,,-6.681
6/8/22,600,,-6.153
6/8/22,700,,-5.509
6/8/22,800,,-5.33
6/8/22,900,,-4.605
6/8/22,1000,,-3.908
6/8/22,1100,,-3.255
6/8/22,1200,,-1.896
6/8/22,1300,,-1.163
6/8/22,1400,,-0.682
6/8/22,1500,,-0.354
6/8/22,1600,,0.596
6/8/22,1700,,0.265
6/8/22,1800,,-0.505
6/8/22,1900,,-0.196
6/8/22,2000,,-0.584
6/8/22,2100,,-1.531
6/8/22,2200,,-2.852
6/8/22,2300,,-3.653
6/8/22,2400,,-4.239
6/9/22,100,,-4.845
6/9/22,200,,-5.416
6/9/22,300,,-6.66
6/9/22,400,,-6.017
6/9/22,500,,-5.127
6/9/22,600,,-3.697
6/9/22,700,,-2.505
6/9/22,800,,-1.364
6/9/22,900,,-0.546
6/9/22,1000,,0.386
6/9/22,1100,,1.756
6/9/22,1200,,1.786
6/9/22,1300,,1.773
6/9/22,1400,,1.571
6/9/22,1500,,1.96
6/9/22,1600,,3.086
6/9/22,1700,,3.32
6/9/22,1800,,3.569
6/9/22,1900,,3.274
6/9/22,2000,,2.966
6/9/22,2100,,2.3
6/9/22,2200,,2.106
6/9/22,2300,,2.126
6/9/22,2400,,1.467
6/10/22,100,,-0.271
6/10/22,200,,-1.557
6/10/22,300,,-2.104
6/10/22,400,,-2.335
6/10/22,500,,-3.031
6/10/22,600,,-4.072
6/10/22,700,,-4.186
6/10/22,800,,-4.111
6/10/22,900,,-3.933
6/10/22,1000,,-3.629
6/10/22,1100,,-3.378
6/10/22,1200,,-3.013
6/10/22,1300,,-2.757
6/10/22,1400,,-2.573
6/10/22,1500,,-2.172
6/10/22,1600,,-1.927
6/10/22,1700,,-1.681
6/10/22,1800,,-1.279
6/10/22,1900,,-1.395
6/10/22,2000,,-1.417
6/10/22,2100,,-1.788
6/10/22,2200,,-2.339
6/10/22,2300,,-2.845
6/10/22,2400,,-3.363
6/11/22,100,,-3.928
6/11/22,200,,-4.169
6/11/22,300,,-4.212
6/11/22,400,,-3.922
6/11/22,500,,-3.939
6/11/22,600,,-4.048
6/11/22,700,,-3.935
6/11/22,800,,-3.681
6/11/22,900,,-3.071
6/11/22,1000,,-2.318
6/11/22,1100,,-1.662
6/11/22,1200,,-1.037
6/11/22,1300,,-0.211
6/11/22,1400,,0.663
6/11/22,1500,,1.189
6/11/22,1600,,1.575
6/11/22,1700,,2.054
6/11/22,1800,,2.34
6/11/22,1900,,2.715
6/11/22,2000,,2.636
6/11/22,2100,,2.322
6/11/22,2200,,1.46
6/11/22,2300,,0.467
6/11/22,2400,,-0.327
6/12/22,100,,-0.463
6/12/22,200,,-0.122
6/12/22,300,,0.038
6/12/22,400,,-0.728
6/12/22,500,,-1.271
6/12/22,600,,-0.981
6/12/22,700,,-0.302
6/12/22,800,,0.225
6/12/22,900,,1.083
6/12/22,1000,,2.244
6/12/22,1100,,3.348
6/12/22,1200,,3.389
6/12/22,1300,,3.172
6/12/22,1400,,3.894
6/12/22,1500,,5.476
6/12/22,1600,,8.25
6/12/22,1700,,9.47
6/12/22,1800,,9.28
6/12/22,1900,,9.27
6/12/22,2000,,9.47
6/12/22,2100,,8.5
6/12/22,2200,,7.436
6/12/22,2300,,6.493
6/12/22,2400,,4.037
6/13/22,100,,3.212
6/13/22,200,,5.482
6/13/22,300,,3.624
6/13/22,400,,3.116
6/13/22,500,,3.172
6/13/22,600,,4.879
6/13/22,700,,7.821
6/13/22,800,,10.47
6/13/22,900,,11.54
6/13/22,1000,,12
6/13/22,1100,,12.79
6/13/22,1200,,13.8
6/13/22,1300,,13.72
6/13/22,1400,,14.62
6/13/22,1500,,15.19
6/13/22,1600,,15.71
6/13/22,1700,,15.94
6/13/22,1800,,15.74
6/13/22,1900,,15.2
6/13/22,2000,,14.82
6/13/22,2100,,13.47
6/13/22,2200,,12.02
6/13/22,2300,,10.11
6/13/22,2400,,6.997
6/14/22,100,,4.955
6/14/22,200,,6.165
6/14/22,300,,5.911
6/14/22,400,,3.92
6/14/22,500,,4.319
6/14/22,600,,6.654
6/14/22,700,,10.38
6/14/22,800,,11.27
6/14/22,900,,11.67
6/14/22,1000,,13.21
6/14/22,1100,,15.04
6/14/22,1200,,15
6/14/22,1300,,14.11
6/14/22,1400,,13.83
6/14/22,1500,,12.71
6/14/22,1600,,12.49
6/14/22,1700,,12.48
6/14/22,1800,,13.52
6/14/22,1900,,11.91
6/14/22,2000,,12.28
6/14/22,2100,,13.38
6/14/22,2200,,10.97
6/14/22,2300,,9.21
6/14/22,2400,,6.321
6/15/22,100,,4.099
6/15/22,200,,2.127
6/15/22,300,,1.989
6/15/22,400,,3.734
6/15/22,500,,5.353
6/15/22,600,,7.05
6/15/22,700,,8.97
6/15/22,800,,9.92
6/15/22,900,,9.82
6/15/22,1000,,9.29
6/15/22,1100,,12.21
6/15/22,1200,,13.57
6/15/22,1300,,12.83
6/15/22,1400,,12.95
6/15/22,1500,,12.95
6/15/22,1600,,9.67
6/15/22,1700,,8.24
6/15/22,1800,,8.62
6/15/22,1900,,10.23
6/15/22,2000,,9.89
6/15/22,2100,,10.73
6/15/22,2200,,10.25
6/15/22,2300,,8.8
6/15/22,2400,,7.527
6/16/22,100,,5.678
6/16/22,200,,5.049
6/16/22,300,,4.586
6/16/22,400,,4.795
6/16/22,500,,5.265
6/16/22,600,,6.096
6/16/22,700,,8.28
6/16/22,800,,9.72
6/16/22,900,,10.18
6/16/22,1000,,11.81
6/16/22,1100,,12.71
6/16/22,1200,,12.27
6/16/22,1300,,11.57
6/16/22,1400,,12.67
6/16/22,1500,,12.95
6/16/22,1600,,13.49
6/16/22,1700,,11.24
6/16/22,1800,,10.77
6/16/22,1900,,10.35
6/16/22,2000,,11.23
6/16/22,2100,,10.37
6/16/22,2200,,8.39
6/16/22,2300,,8.03
6/16/22,2400,,8.75
6/17/22,100,,6.346
6/17/22,200,,4.645
6/17/22,300,,5.274
6/17/22,400,,6.178
6/17/22,500,,7.278
6/17/22,600,,8.8
6/17/22,700,,10.44
6/17/22,800,,12.66
6/17/22,900,,13.7
6/17/22,1000,,13.99
6/17/22,1100,,12.73
6/17/22,1200,,12.44
6/17/22,1300,,12.04
6/17/22,1400,,12.12
6/17/22,1500,,12.59
6/17/22,1600,,12.11
6/17/22,1700,,12.2
6/17/22,1800,,11.93
6/17/22,1900,,11.45
6/17/22,2000,,11.5
6/17/22,2100,,11.37
6/17/22,2200,,10.09
6/17/22,2300,,8.41
6/17/22,2400,,6.925
6/18/22,100,,6.381
6/18/22,200,,4.201
6/18/22,300,,3.076
6/18/22,400,,3.479
6/18/22,500,,3.25
6/18/22,600,,3.693
6/18/22,700,,3.784
6/18/22,800,,4.287
6/18/22,900,,5.05
6/18/22,1000,,5.199
6/18/22,1100,,5.684
6/18/22,1200,,6.466
6/18/22,1300,,7.537
6/18/22,1400,,8.57
6/18/22,1500,,9.39
6/18/22,1600,,9.52
6/18/22,1700,,9.2
6/18/22,1800,,9.37
6/18/22,1900,,9.57
6/18/22,2000,,9.46
6/18/22,2100,,9.03
6/18/22,2200,,8.3
6/18/22,2300,,8.12
6/18/22,2400,,7.327
6/19/22,100,,5.562
6/19/22,200,,3.635
6/19/22,300,,1.798
6/19/22,400,,2.143
6/19/22,500,,4.143
6/19/22,600,,5.518
6/19/22,700,,7.667
6/19/22,800,,9.76
6/19/22,900,,9.43
6/19/22,1000,,10.06
6/19/22,1100,,10.34
6/19/22,1200,,11.38
6/19/22,1300,,11.97
6/19/22,1400,,12.27
6/19/22,1500,,12.56
6/19/22,1600,,12.38
6/19/22,1700,,13.2
6/19/22,1800,,13.7
6/19/22,1900,,13.49
6/19/22,2000,,12.97
6/19/22,2100,,12.54
6/19/22,2200,,11.72
6/19/22,2300,,10.22
6/19/22,2400,,8.3
6/20/22,100,,3.722
6/20/22,200,,2.581
6/20/22,300,,3.655
6/20/22,400,,5.173
6/20/22,500,,6.986
6/20/22,600,,9.07
6/20/22,700,,11.62
6/20/22,800,,13.48
6/20/22,900,,14.4
6/20/22,1000,,15.77
6/20/22,1100,,16.41
6/20/22,1200,,16.75
6/20/22,1300,,17.49
6/20/22,1400,,17.59
6/20/22,1500,,17.66
6/20/22,1600,,16.91
6/20/22,1700,,16.69
6/20/22,1800,,16.97
6/20/22,1900,,16.53
6/20/22,2000,,17.47
6/20/22,2100,,17.52
6/20/22,2200,,15.67
6/20/22,2300,,14.36
6/20/22,2400,,13.8
6/21/22,100,,9.92
6/21/22,200,,7.786
6/21/22,300,,6.854
6/21/22,400,,8.3
6/21/22,500,,9.19
6/21/22,600,,11.59
6/21/22,700,,13.85
6/21/22,800,,13.4
6/21/22,900,,13.72
6/21/22,1000,,13.14
6/21/22,1100,,10.73
6/21/22,1200,,8.7
6/21/22,1300,,9.59
6/21/22,1400,,9.52
6/21/22,1500,,10.54
6/21/22,1600,,10.25
6/21/22,1700,,9.58
6/21/22,1800,,9.14
6/21/22,1900,,10.48
6/21/22,2000,,11.37
6/21/22,2100,,10.85
6/21/22,2200,,10.89
6/21/22,2300,,10.61
6/21/22,2400,,8.91
6/22/22,100,,8.35
6/22/22,200,,8.05
6/22/22,300,,7.781
6/22/22,400,,5.858
6/22/22,500,,6.688
6/22/22,600,,9.17
6/22/22,700,,9.13
6/22/22,800,,10.75
6/22/22,900,,10.59
6/22/22,1000,,12.64
6/22/22,1100,,13.56
6/22/22,1200,,12.91
6/22/22,1300,,14.18
6/22/22,1400,,14.5
6/22/22,1500,,14.88
6/22/22,1600,,15.15
6/22/22,1700,,14.74
6/22/22,1800,,12.41
6/22/22,1900,,10.87
6/22/22,2000,,9.5
6/22/22,2100,,8.14
6/22/22,2200,,7.714
6/22/22,2300,,6.888
6/22/22,2400,,6.415
6/23/22,100,,6.122
6/23/22,200,,5.959
6/23/22,300,,5.908
6/23/22,400,,5.807
6/23/22,500,,5.902
6/23/22,600,,5.68
6/23/22,700,,6.274
6/23/22,800,,7.022
6/23/22,900,,7.505
6/23/22,1000,,8.37
6/23/22,1100,,9.37
6/23/22,1200,,9.55
6/23/22,1300,,6.945
6/23/22,1400,,8.11
6/23/22,1500,,8.82
6/23/22,1600,,8.91
6/23/22,1700,,7.079
6/23/22,1800,,7.758
6/23/22,1900,,9.64
6/23/22,2000,,10.26
6/23/22,2100,,10.46
6/23/22,2200,,8.82
6/23/22,2300,,7.23
6/23/22,2400,,6.331
6/24/22,100,,5.885
6/24/22,200,,4.737
6/24/22,300,,4.433
6/24/22,400,,4.327
6/24/22,500,,4.263
6/24/22,600,,4.595
6/24/22,700,,5.474
6/24/22,800,,6.163
6/24/22,900,,7.179
6/24/22,1000,,8.53
6/24/22,1100,,9.86
6/24/22,1200,,10.32
6/24/22,1300,,11.75
6/24/22,1400,,12.5
6/24/22,1500,,12.52
6/24/22,1600,,12.5
6/24/22,1700,,12.64
6/24/22,1800,,12.42
6/24/22,1900,,12.08
6/24/22,2000,,12.12
6/24/22,2100,,11.37
6/24/22,2200,,10.96
6/24/22,2300,,10.33
6/24/22,2400,,8.71
6/25/22,100,,6.683
6/25/22,200,,4.953
6/25/22,300,,5.116
6/25/22,400,,7.226
6/25/22,500,,7.828
6/25/22,600,,10.23
6/25/22,700,,11.49
6/25/22,800,,12.36
6/25/22,900,,13.42
6/25/22,1000,,14.08
6/25/22,1100,,15.26
6/25/22,1200,,16.32
6/25/22,1300,,17.84
6/25/22,1400,,19.06
6/25/22,1500,,19.63
6/25/22,1600,,20.17
6/25/22,1700,,20.18
6/25/22,1800,,20.13
6/25/22,1900,,19.67
6/25/22,2000,,18.6
6/25/22,2100,,18.37
6/25/22,2200,,17.08
6/25/22,2300,,14.19
6/25/22,2400,,12.82
6/26/22,100,,12.27
6/26/22,200,,12.07
6/26/22,300,,11.71
6/26/22,400,,11.48
6/26/22,500,,11.24
6/26/22,600,,10.71
6/26/22,700,,11.19
6/26/22,800,,12.73
6/26/22,900,,14.92
6/26/22,1000,,17.45
6/26/22,1100,,18.11
6/26/22,1200,,17.95
6/26/22,1300,,16.7
6/26/22,1400,,18.44
6/26/22,1500,,18.56
6/26/22,1600,,18.7
6/26/22,1700,,18.97
6/26/22,1800,,18.65
6/26/22,1900,,17.3
6/26/22,2000,,16.77
6/26/22,2100,,16.8
6/26/22,2200,,16.19
6/26/22,2300,,15.04
6/26/22,2400,,12.71
6/27/22,100,,11.42
6/27/22,200,,11.31
6/27/22,300,,9.79
6/27/22,400,,10.12
6/27/22,500,,11.54
6/27/22,600,,12.75
6/27/22,700,,15.28
6/27/22,800,,16.53
6/27/22,900,,16.57
6/27/22,1000,,16.89
6/27/22,1100,,15.11
6/27/22,1200,,15.27
6/27/22,1300,,16.73
6/27/22,1400,,17.42
6/27/22,1500,,19.58
6/27/22,1600,,20.03
6/27/22,1700,,19.9
6/27/22,1800,,19.27
6/27/22,1900,,18.94
6/27/22,2000,,17.48
6/27/22,2100,,14.82
6/27/22,2200,,12.46
6/27/22,2300,,11.25
6/27/22,2400,,10.18
6/28/22,100,,9.48
6/28/22,200,,8.66
6/28/22,300,,8.47
6/28/22,400,,8.98
6/28/22,500,,9.92
6/28/22,600,,10.33
6/28/22,700,,10.02
6/28/22,800,,7.821
6/28/22,900,,7.776
6/28/22,1000,,7.606
6/28/22,1100,,8.56
6/28/22,1200,,9.39
6/28/22,1300,,11.25
6/28/22,1400,,11.43
6/28/22,1500,,10.34
6/28/22,1600,,8.26
6/28/22,1700,,6.953
6/28/22,1800,,7.996
6/28/22,1900,,8.84
6/28/22,2000,,9.54
6/28/22,2100,,9.99
6/28/22,2200,,9.95
6/28/22,2300,,9.26
6/28/22,2400,,5.91
6/29/22,100,,4.207
6/29/22,200,,3.512
6/29/22,300,,3.615
6/29/22,400,,5.43
6/29/22,500,,7.125
6/29/22,600,,9.06
6/29/22,700,,10.06
6/29/22,800,,11.12
6/29/22,900,,12.43
6/29/22,1000,,13.39
6/29/22,1100,,14.15
6/29/22,1200,,14.97
6/29/22,1300,,15.29
6/29/22,1400,,15.93
6/29/22,1500,,16.23
6/29/22,1600,,17.02
6/29/22,1700,,17.2
6/29/22,1800,,17.42
6/29/22,1900,,16.08
6/29/22,2000,,15.88
6/29/22,2100,,15.75
6/29/22,2200,,13.21
6/29/22,2300,,11.82
6/29/22,2400,,10.84
6/30/22,100,,9.66
6/30/22,200,,9.23
6/30/22,300,,8.89
6/30/22,400,,8.81
6/30/22,500,,9.29
6/30/22,600,,9.95
6/30/22,700,,10.64
6/30/22,800,,11.88
6/30/22,900,,13.99
6/30/22,1000,,16.29
6/30/22,1100,,17.29
6/30/22,1200,,17.9
6/30/22,1300,,18.44
6/30/22,1400,,19.37
6/30/22,1500,,19.75
6/30/22,1600,,20.36
6/30/22,1700,,20
6/30/22,1800,,19.94
6/30/22,1900,,19.78
6/30/22,2000,,19.4
6/30/22,2100,,18.9
6/30/22,2200,,17.36
6/30/22,2300,,16.93
6/30/22,2400,,16.07
7/1/22,100,,11.51
7/1/22,200,,9.71
7/1/22,300,,9.74
7/1/22,400,,10.32
7/1/22,500,,11
7/1/22,600,,11.91
7/1/22,700,,13.95
7/1/22,800,,15.95
7/1/22,900,,17.56
7/1/22,1000,,19
7/1/22,1100,,19.27
7/1/22,1200,,19.52
7/1/22,1300,,19.85
7/1/22,1400,,20.17
7/1/22,1500,,20.65
7/1/22,1600,,21.01
7/1/22,1700,,21.1
7/1/22,1800,,20.66
7/1/22,1900,,20.43
7/1/22,2000,,19.89
7/1/22,2100,,18.33
7/1/22,2200,,16.7
7/1/22,2300,,16.5
7/1/22,2400,,15.1
7/2/22,100,,12.1
7/2/22,200,,11.04
7/2/22,300,,10.06
7/2/22,400,,10.69
7/2/22,500,,12.16
7/2/22,600,,13.3
7/2/22,700,,14.38
7/2/22,800,,16.56
7/2/22,900,,18.19
7/2/22,1000,,19.86
7/2/22,1100,,18.87
7/2/22,1200,,19.51
7/2/22,1300,,21.03
7/2/22,1400,,20.94
7/2/22,1500,,20.17
7/2/22,1600,,18.66
7/2/22,1700,,17.57
7/2/22,1800,,16.88
7/2/22,1900,,19
7/2/22,2000,,19.54
7/2/22,2100,,19.04
7/2/22,2200,,18.33
7/2/22,2300,,17.14
7/2/22,2400,,12.72
7/3/22,100,,11.96
7/3/22,200,,11.07
7/3/22,300,,11.04
7/3/22,400,,11.25
7/3/22,500,,11.56
7/3/22,600,,12.77
7/3/22,700,,14.89
7/3/22,800,,16.83
7/3/22,900,,16.85
7/3/22,1000,,16.77
7/3/22,1100,,17.14
7/3/22,1200,,17.72
7/3/22,1300,,18.2
7/3/22,1400,,18.08
7/3/22,1500,,18.26
7/3/22,1600,,19.16
7/3/22,1700,,19.4
7/3/22,1800,,18.52
7/3/22,1900,,16.33
7/3/22,2000,,15.3
7/3/22,2100,,14.08
7/3/22,2200,,13.29
7/3/22,2300,,12.84
7/3/22,2400,,11.18
7/4/22,100,,9.55
7/4/22,200,,8.48
7/4/22,300,,9.08
7/4/22,400,,10.9
7/4/22,500,,10.8
7/4/22,600,,11.52
7/4/22,700,,12.54
7/4/22,800,,13.39
7/4/22,900,,15.56
7/4/22,1000,,16.35
7/4/22,1100,,16.86
7/4/22,1200,,17.49
7/4/22,1300,,18.34
7/4/22,1400,,18.66
7/4/22,1500,,19.16
7/4/22,1600,,19.4
7/4/22,1700,,19.42
7/4/22,1800,,19.18
7/4/22,1900,,19.09
7/4/22,2000,,19.03
7/4/22,2100,,18.51
7/4/22,2200,,17.08
7/4/22,2300,,15.59
7/4/22,2400,,11.85
7/5/22,100,,9.55
7/5/22,200,,8.79
7/5/22,300,,9.7
7/5/22,400,,9.56
7/5/22,500,,10.73
7/5/22,600,,13.01
7/5/22,700,,14.33
7/5/22,800,,14.86
7/5/22,900,,16.74
7/5/22,1000,,18.78
7/5/22,1100,,19.27
7/5/22,1200,,19.59
7/5/22,1300,,20.1
7/5/22,1400,,20.88
7/5/22,1500,,16.44
7/5/22,1600,,14.76
7/5/22,1700,,15.52
7/5/22,1800,,16.16
7/5/22,1900,,17.15
7/5/22,2000,,17.14
7/5/22,2100,,16.75
7/5/22,2200,,14.7
7/5/22,2300,,13.24
7/5/22,2400,,12.56
7/6/22,100,,9.99
7/6/22,200,,8.88
7/6/22,300,,8.06
7/6/22,400,,8.27
7/6/22,500,,8.76
7/6/22,600,,9.88
7/6/22,700,,11.23
7/6/22,800,,12.64
7/6/22,900,,13.99
7/6/22,1000,,15.89
7/6/22,1100,,17.44
7/6/22,1200,,17.72
7/6/22,1300,,18.41
7/6/22,1400,,18.76
7/6/22,1500,,19.03
7/6/22,1600,,19.52
7/6/22,1700,,19.69
7/6/22,1800,,19.56
7/6/22,1900,,19.38
7/6/22,2000,,19.14
7/6/22,2100,,18.38
7/6/22,2200,,17.41
7/6/22,2300,,15.85
7/6/22,2400,,13.63
7/7/22,100,,11.3
7/7/22,200,,9.89
7/7/22,300,,10.13
7/7/22,400,,11.21
7/7/22,500,,12.07
7/7/22,600,,15.05
7/7/22,700,,15.76
7/7/22,800,,16.85
7/7/22,900,,17.91
7/7/22,1000,,20.02
7/7/22,1100,,21.16
7/7/22,1200,,20.92
7/7/22,1300,,20.7
7/7/22,1400,,19.94
7/7/22,1500,,20.12
7/7/22,1600,,19.08
7/7/22,1700,,15.74
7/7/22,1800,,14.44
7/7/22,1900,,13.14
7/7/22,2000,,13.14
7/7/22,2100,,12.65
7/7/22,2200,,12.33
7/7/22,2300,,12.26
7/7/22,2400,,11.94
7/8/22,100,,11.24
7/8/22,200,,10.93
7/8/22,300,,10.59
7/8/22,400,,10.56
7/8/22,500,,11.5
7/8/22,600,,12.13
7/8/22,700,,12.45
7/8/22,800,,13.38
7/8/22,900,,14.63
7/8/22,1000,,15.95
7/8/22,1100,,16.79
7/8/22,1200,,17.62
7/8/22,1300,,18.46
7/8/22,1400,,19.21
7/8/22,1500,,19.49
7/8/22,1600,,18.49
7/8/22,1700,,13.74
7/8/22,1800,,15.28
7/8/22,1900,,16.7
7/8/22,2000,,16.6
7/8/22,2100,,15.99
7/8/22,2200,,13.47
7/8/22,2300,,11.99
7/8/22,2400,,12.21
7/9/22,100,,10.43
7/9/22,200,,10.43
7/9/22,300,,10.34
7/9/22,400,,9.05
7/9/22,500,,9.77
7/9/22,600,,11.48
7/9/22,700,,13.77
7/9/22,800,,15.33
7/9/22,900,,16.23
7/9/22,1000,,17.49
7/9/22,1100,,18.64
7/9/22,1200,,18.92
7/9/22,1300,,19.58
7/9/22,1400,,20.39
7/9/22,1500,,20.66
7/9/22,1600,,20.87
7/9/22,1700,,20.8
7/9/22,1800,,20.65
7/9/22,1900,,20.41
7/9/22,2000,,19.09
7/9/22,2100,,17.56
7/9/22,2200,,17.45
7/9/22,2300,,14.98
7/9/22,2400,,13.2
7/10/22,100,,10.53
7/10/22,200,,8.48
7/10/22,300,,9.27
7/10/22,400,,10.04
7/10/22,500,,10.7
7/10/22,600,,12.39
7/10/22,700,,14.79
7/10/22,800,,16.71
7/10/22,900,,17.86
7/10/22,1000,,18.25
7/10/22,1100,,18.92
7/10/22,1200,,19.62
7/10/22,1300,,19.86
7/10/22,1400,,19.91
7/10/22,1500,,19.7
7/10/22,1600,,19.89
7/10/22,1700,,19.99
7/10/22,1800,,19.94
7/10/22,1900,,19.74
7/10/22,2000,,19.53
7/10/22,2100,,17.7
7/10/22,2200,,16.75
7/10/22,2300,,13.31
7/10/22,2400,,10.02
7/11/22,100,,9.17
7/11/22,200,,9.25
7/11/22,300,,9.14
7/11/22,400,,9.05
7/11/22,500,,9.55
7/11/22,600,,11.87
7/11/22,700,,13.59
7/11/22,800,,13.69
7/11/22,900,,14.21
7/11/22,1000,,14.07
7/11/22,1100,,13.47
7/11/22,1200,,12.62
7/11/22,1300,,12.28
7/11/22,1400,,12.33
7/11/22,1500,,12.08
7/11/22,1600,,11.32
7/11/22,1700,,10.97
7/11/22,1800,,10.72
7/11/22,1900,,10.87
7/11/22,2000,,11.36
7/11/22,2100,,10.95
7/11/22,2200,,10.4
7/11/22,2300,,10.17
7/11/22,2400,,10.04
7/12/22,100,,8.24
7/12/22,200,,7.762
7/12/22,300,,7.361
7/12/22,400,,7.009
7/12/22,500,,6.912
7/12/22,600,,6.8
7/12/22,700,,5.704
7/12/22,800,,4.925
7/12/22,900,,4.877
7/12/22,1000,,5.312
7/12/22,1100,,5.235
7/12/22,1200,,5.477
7/12/22,1300,,5.422
7/12/22,1400,,5.271
7/12/22,1500,,4.772
7/12/22,1600,,4.387
7/12/22,1700,,4.346
7/12/22,1800,,4.097
7/12/22,1900,,3.584
7/12/22,2000,,3.208
7/12/22,2100,,3.024
7/12/22,2200,,2.279
7/12/22,2300,,0.539
7/12/22,2400,,0.1
7/13/22,100,,-0.433
7/13/22,200,,-0.57
7/13/22,300,,-0.429
7/13/22,400,,-0.254
7/13/22,500,,-0.309
7/13/22,600,,-0.455
7/13/22,700,,-0.303
7/13/22,800,,-0.247
7/13/22,900,,-0.296
7/13/22,1000,,-0.403
7/13/22,1100,,-0.211
7/13/22,1200,,0.161
7/13/22,1300,,0.06
7/13/22,1400,,0.48
7/13/22,1500,,-0.154
7/13/22,1600,,-0.207
7/13/22,1700,,-0.318
7/13/22,1800,,-0.313
7/13/22,1900,,-0.057
7/13/22,2000,,0.471
7/13/22,2100,,0.474
7/13/22,2200,,0.548
7/13/22,2300,,0.589
7/13/22,2400,,0.603
7/14/22,100,,1.305
7/14/22,200,,1.468
7/14/22,300,,1.633
7/14/22,400,,1.419
7/14/22,500,,1.45
7/14/22,600,,1.815
7/14/22,700,,1.616
7/14/22,800,,1.757
7/14/22,900,,1.793
7/14/22,1000,,2.316
7/14/22,1100,,3.207
7/14/22,1200,,3.868
7/14/22,1300,,4.169
7/14/22,1400,,4.771
7/14/22,1500,,5.763
7/14/22,1600,,6.401
7/14/22,1700,,7.345
7/14/22,1800,,6.821
7/14/22,1900,,5.703
7/14/22,2000,,6.158
7/14/22,2100,,6.517
7/14/22,2200,,6.639
7/14/22,2300,,5.228
7/14/22,2400,,3.822
7/15/22,100,,2.376
7/15/22,200,,1.988
7/15/22,300,,2.487
7/15/22,400,,3.047
7/15/22,500,,3.443
7/15/22,600,,4.121
7/15/22,700,,5.732
7/15/22,800,,6.939
7/15/22,900,,8.38
7/15/22,1000,,9.19
7/15/22,1100,,9.54
7/15/22,1200,,10
7/15/22,1300,,10.54
7/15/22,1400,,10.34
7/15/22,1500,,11.08
7/15/22,1600,,11.07
7/15/22,1700,,10.54
7/15/22,1800,,9.6
7/15/22,1900,,9.32
7/15/22,2000,,8.56
7/15/22,2100,,7.437
7/15/22,2200,,6.634
7/15/22,2300,,5.541
7/15/22,2400,,5.021
7/16/22,100,,4.709
7/16/22,200,,4.199
7/16/22,300,,3.111
7/16/22,400,,2.616
7/16/22,500,,1.175
7/16/22,600,,1.89
7/16/22,700,,3.187
7/16/22,800,,4.05
7/16/22,900,,4.748
7/16/22,1000,,5.519
7/16/22,1100,,7.259
7/16/22,1200,,8.35
7/16/22,1300,,8.65
7/16/22,1400,,8.92
7/16/22,1500,,9.22
7/16/22,1600,,10.54
7/16/22,1700,,11.49
7/16/22,1800,,11.67
7/16/22,1900,,11.49
7/16/22,2000,,10.39
